id,duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem,utime
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,h264,539000,29.97,1920,1080,638372,72.461
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,h264,109000,15.0,320,240,216020,13.993
3fmy-4uvR9U,143.03334,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,mpeg4,820000,25.0,1920,1080,219480,12.261
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,flv,242000,15.0,1920,1080,219464,2.632
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458,30,3190,0,3220,671936,3625932,0,4297868,flv,242000,29.97,1280,720,216820,3.444
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,h264,56000,24.0,640,480,221160,5.38
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062992,51,7585,0,7636,918325,7387906,0,8306231,h264,109000,15.0,176,144,221160,2.212
3Wdg-dsGihA,340.424,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,flv,3000000,15.0,176,144,221152,0.332
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,flv,242000,25.0,1280,720,219464,1.268
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,h264,242000,29.97,640,480,218932,23.645
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,vp8,3000000,15.0,480,360,219480,2.66
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,h264,242000,24.0,1280,720,328536,22.425
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,mpeg4,3000000,15.0,1920,1080,102080,9.013
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,flv,109000,12.0,320,240,217080,3.752
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,vp8,5000000,29.97,480,360,216056,9.877
25TI-jx-cag,176.901,vp8,480,360,26968,25.113636,38,4382,0,4420,393395,202954,0,596349,flv,5000000,25.0,480,360,218932,0.688
2pet-NcSXvY,37.011665,h264,1280,720,2759449,29.0,21,1088,0,1109,1899633,10866846,0,12766479,flv,109000,25.0,1280,720,219480,6.204
f5OZ-LjgAVw,257.52,h264,480,360,341332,25.0,138,6301,0,6439,3947700,7039798,0,10987498,vp8,242000,25.0,320,240,41016,2.84
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,h264,5000000,12.0,480,360,219464,7.904
3HVJ-p8L33A,163.897,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,flv,3000000,12.0,640,480,219656,1.056
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,flv,56000,24.0,176,144,221160,1.596
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,flv,56000,29.97,176,144,221152,0.816
4keb-__zqyQ,452.689,vp8,320,240,66680,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,vp8,820000,24.0,1280,720,248092,17.341
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,h264,820000,29.97,640,480,216820,28.05
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,mpeg4,539000,24.0,1920,1080,219656,12.721
1RGh-RmYxHY,217.518,h264,480,360,83054,29.0,112,6408,0,6520,406683,1851539,0,2258222,mpeg4,56000,12.0,640,480,216820,2.468
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,vp8,539000,24.0,176,144,219480,2.56
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,flv,5000000,29.97,1920,1080,219480,4.276
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,mpeg4,242000,15.0,176,144,79412,1.528
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,mpeg4,242000,15.0,176,144,180080,1.604
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,mpeg4,3000000,24.0,176,144,218932,8.621
1WrA-SRsgEk,384.451,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,flv,820000,29.97,640,480,217828,1.968
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,mpeg4,820000,15.0,1280,720,221160,5.096
0ckO-lUydcc,177.33333,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,flv,820000,25.0,640,480,163632,0.728
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,flv,539000,29.97,1920,1080,218932,6.404
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,flv,3000000,25.0,176,144,216820,0.96
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,5000000,12.0,640,480,217080,30.214
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,flv,242000,25.0,176,144,216020,9.821
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,h264,56000,29.97,480,360,219480,8.849
1WrA-SRsgEk,384.451,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,flv,820000,25.0,1280,720,217828,3.596
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,flv,56000,15.0,1280,720,165700,2.208
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,h264,242000,15.0,1920,1080,648668,32.33
3DRy-Stwt9c,385.052,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,mpeg4,5000000,25.0,320,240,219480,3.08
3HVJ-p8L33A,163.897,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,mpeg4,3000000,12.0,1920,1080,219656,7.328
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,flv,820000,25.0,640,480,216820,1.776
0Hwk-yGT-M4,714.371,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,flv,242000,15.0,1280,720,165556,3.556
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,mpeg4,5000000,24.0,176,144,217868,0.812
1L6x-TgAldY,286.995,h264,480,360,508160,23.0,156,6726,0,6882,2285153,15944803,0,18229956,vp8,539000,15.0,1920,1080,216820,28.19
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,h264,109000,24.0,480,360,218932,7.208
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,flv,109000,25.0,480,360,219200,0.952
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,h264,109000,15.0,320,240,216064,5.916
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,vp8,539000,12.0,1280,720,219480,19.085
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,mpeg4,5000000,12.0,640,480,216020,4.784
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,flv,109000,12.0,1280,720,219464,1.296
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,mpeg4,242000,24.0,480,360,79720,2.844
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,vp8,539000,24.0,1280,720,217080,33.794
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,flv,5000000,15.0,1280,720,216820,2.616
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029198,58,8170,0,8228,802625,3994697,0,4797322,flv,3000000,29.97,320,240,216820,1.0
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,flv,5000000,12.0,1920,1080,220900,4.628
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,vp8,109000,29.97,176,144,219480,1.884
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,flv,5000000,15.0,1920,1080,220900,5.2
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,mpeg4,109000,29.97,320,240,221160,4.052
3Wdg-dsGihA,340.424,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,vp8,3000000,25.0,1920,1080,221152,26.954
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,mpeg4,109000,29.97,1920,1080,219480,15.585
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,h264,242000,15.0,320,240,221160,3.548
25TI-jx-cag,176.901,vp8,480,360,26968,25.113636,38,4382,0,4420,393395,202954,0,596349,vp8,56000,15.0,480,360,218932,1.988
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,h264,109000,15.0,1280,720,317260,14.097
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,mpeg4,56000,15.0,320,240,221152,1.884
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,h264,820000,12.0,640,480,244136,15.233
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,flv,109000,12.0,1280,720,219480,2.24
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,flv,3000000,29.97,176,144,219480,0.968
3Wdg-dsGihA,340.424,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,vp8,5000000,15.0,480,360,221152,3.156
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,vp8,3000000,15.0,1280,720,224204,20.173
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458,30,3190,0,3220,671936,3625932,0,4297868,vp8,539000,24.0,1920,1080,216820,38.294
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,mpeg4,5000000,24.0,1920,1080,102124,12.029
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,vp8,109000,15.0,176,144,218932,1.968
0Hwk-yGT-M4,714.371,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,flv,539000,12.0,480,360,165564,3.16
3DRy-Stwt9c,385.052,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,flv,109000,12.0,640,480,219480,1.564
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,vp8,242000,24.0,1920,1080,221160,10.493
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,h264,539000,25.0,176,144,221160,1.532
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,mpeg4,56000,29.97,640,480,219464,5.024
3mWp-QQn-1M,167.39166,h264,1280,720,2207484,24.0,86,3931,0,4017,4369420,41819887,0,46189307,flv,242000,12.0,640,480,219656,3.78
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,h264,56000,29.97,1920,1080,642068,30.206
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,vp8,242000,15.0,176,144,219480,2.124
2pet-NcSXvY,37.011665,h264,1280,720,2759449,29.0,21,1088,0,1109,1899633,10866846,0,12766479,h264,3000000,25.0,480,360,219480,27.35
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,h264,3000000,15.0,1280,720,319112,17.817
0Yxo-eU6AjI,326.583,vp8,640,480,1055982,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,h264,109000,12.0,640,480,215712,8.325
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,mpeg4,109000,29.97,176,144,125348,0.872
0Yxo-eU6AjI,326.583,vp8,640,480,1055982,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,vp8,242000,24.0,176,144,212772,2.356
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,vp8,5000000,25.0,640,480,219656,5.792
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,mpeg4,539000,24.0,1280,720,221160,5.164
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,vp8,5000000,24.0,320,240,219480,2.036
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,vp8,109000,25.0,480,360,132172,2.972
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062992,51,7585,0,7636,918325,7387906,0,8306231,h264,242000,15.0,320,240,221160,5.02
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,mpeg4,820000,24.0,640,480,216820,4.56
236x-T7D-8g,581.233,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,h264,56000,12.0,480,360,218932,4.12
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,h264,109000,25.0,1280,720,298492,19.149
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,h264,539000,15.0,1280,720,321380,19.385
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,vp8,56000,24.0,480,360,221160,6.424
0Hwk-yGT-M4,714.371,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,mpeg4,109000,25.0,176,144,164736,3.648
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,vp8,242000,24.0,1920,1080,132488,18.757
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,flv,3000000,24.0,1280,720,218664,2.896
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,vp8,539000,29.97,640,480,165700,8.033
25TI-jx-cag,176.901,vp8,480,360,26968,25.113636,38,4382,0,4420,393395,202954,0,596349,mpeg4,109000,12.0,1280,720,218932,3.12
3_fF9rtYCQ0,256.20834,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,vp8,56000,12.0,480,360,219480,1.964
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,mpeg4,242000,12.0,176,144,218932,1.528
Bc9W-aF4Svs,104.88333,h264,1280,720,1304107,30.0,63,3083,0,3146,1192574,15904814,0,17097388,h264,539000,29.97,320,240,96828,12.765
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,h264,539000,25.0,1280,720,297128,41.187
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.02174,74,9134,0,9208,869558,470067,0,1339625,mpeg4,242000,29.97,480,360,221152,3.536
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029198,58,8170,0,8228,802625,3994697,0,4797322,vp8,56000,15.0,1280,720,216064,9.649
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,mpeg4,539000,29.97,640,480,219656,3.924
0Hwk-yGT-M4,714.371,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,flv,5000000,25.0,640,480,165564,3.98
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,h264,3000000,24.0,320,240,216820,4.924
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,vp8,109000,24.0,1280,720,219480,14.425
4b7b-FY4JPI,203.198,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,vp8,539000,12.0,640,480,221160,6.868
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,h264,109000,25.0,1280,720,309716,16.161
4b7b-FY4JPI,203.198,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,flv,5000000,25.0,1920,1080,221160,6.54
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,flv,56000,29.97,480,360,216820,0.856
4NcD-WQyXCQ,860.056,vp8,1280,720,2688309,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,mpeg4,3000000,25.0,176,144,260100,4.42
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,vp8,109000,12.0,640,480,219480,3.544
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,mpeg4,539000,25.0,1920,1080,165700,12.353
4keb-__zqyQ,452.689,vp8,320,240,66680,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,flv,539000,24.0,1280,720,248108,2.008
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,flv,242000,29.97,176,144,216820,0.936
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,flv,56000,25.0,640,480,219480,1.564
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,mpeg4,56000,15.0,176,144,216020,3.784
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029198,58,8170,0,8228,802625,3994697,0,4797322,mpeg4,820000,12.0,320,240,216064,1.832
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,h264,109000,15.0,640,480,149260,9.165
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,flv,539000,12.0,176,144,220900,0.7
4keb-__zqyQ,452.689,vp8,320,240,66680,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,flv,3000000,25.0,640,480,250532,1.244
IY3I-f_zAmY,118.471,h264,320,240,232359,48.0,50,2616,184,2850,177241,3138457,0,3440984,h264,539000,12.0,480,360,100504,10.741
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,vp8,242000,15.0,1280,720,220808,11.617
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,vp8,539000,12.0,176,144,219480,1.612
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,flv,5000000,29.97,320,240,221152,1.184
25TI-jx-cag,176.901,vp8,480,360,26968,25.113636,38,4382,0,4420,393395,202954,0,596349,vp8,109000,25.0,640,480,218932,4.616
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,mpeg4,820000,29.97,480,360,221160,4.26
3_fF9rtYCQ0,256.20834,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,mpeg4,820000,25.0,480,360,219480,2.144
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,flv,539000,15.0,1920,1080,219480,4.516
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,vp8,3000000,29.97,1280,720,221160,11.005
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,mpeg4,56000,25.0,1280,720,139940,10.597
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,mpeg4,5000000,29.97,320,240,221160,1.352
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,vp8,109000,15.0,480,360,219480,6.356
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,flv,539000,25.0,320,240,219480,3.7
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,mpeg4,3000000,12.0,320,240,219464,1.984
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,vp8,5000000,25.0,480,360,219656,6.48
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,flv,820000,24.0,1280,720,221152,2.856
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,flv,5000000,12.0,176,144,219464,0.32
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,mpeg4,820000,12.0,1280,720,128624,3.624
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,mpeg4,3000000,15.0,640,480,221160,1.848
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,h264,56000,15.0,176,144,221160,0.928
1L6x-TgAldY,286.995,h264,480,360,508160,23.0,156,6726,0,6882,2285153,15944803,0,18229956,h264,242000,15.0,480,360,216820,7.412
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,h264,820000,24.0,480,360,219480,16.333
3DRy-Stwt9c,385.052,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,vp8,539000,24.0,176,144,219480,1.988
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,3000000,24.0,480,360,217080,26.25
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,h264,820000,15.0,1920,1080,632664,57.468
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,mpeg4,242000,29.97,640,480,219480,3.952
1Vq6-f1kYeM,127.221664,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,h264,109000,29.97,320,240,217544,12.645
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,h264,3000000,15.0,176,144,218932,12.393
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,mpeg4,539000,25.0,480,360,219656,3.864
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,h264,539000,12.0,480,360,139932,8.197
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075659,82,7541,0,7623,833754,4286526,0,5120280,flv,242000,24.0,480,360,216820,0.916
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,h264,3000000,25.0,480,360,219464,9.793
0ckO-lUydcc,177.33333,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,h264,5000000,29.97,320,240,164736,6.18
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,h264,820000,15.0,320,240,216820,5.992
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,flv,3000000,25.0,1280,720,219480,2.336
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,mpeg4,820000,24.0,1280,720,218932,12.037
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.02174,74,9134,0,9208,869558,470067,0,1339625,mpeg4,242000,25.0,1280,720,221152,6.28
1tos-YhVzA4,222.53334,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,flv,539000,29.97,1280,720,217348,3.176
1ZzJ-T2FJAw,250.017,h264,320,240,153059,29.0,128,7366,0,7494,856855,3926589,0,4783444,vp8,242000,25.0,1280,720,218664,15.101
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,vp8,3000000,25.0,320,240,219480,10.581
3Wdg-dsGihA,340.424,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,mpeg4,3000000,29.97,480,360,221152,3.184
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,h264,3000000,15.0,1920,1080,636248,69.956
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,h264,539000,29.97,640,480,221160,13.201
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,flv,820000,25.0,1920,1080,219480,9.757
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,h264,5000000,15.0,640,480,219480,24.05
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,h264,56000,29.97,320,240,218932,3.584
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,flv,109000,25.0,1920,1080,218932,10.521
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,h264,109000,12.0,640,480,165668,6.452
0Yxo-eU6AjI,326.583,vp8,640,480,1055982,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,h264,820000,24.0,176,144,215712,4.756
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,flv,5000000,25.0,1280,720,219656,3.4
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,h264,5000000,12.0,320,240,219480,10.265
